Date,BOVESPA,DJIA,NIKKEI,STOXX,Oil,Gold,Copper,EURUSD,10YR,LIBOR,Soy,VIX
12/1/06,41930,12086.17969,15464.29,3857.14,76.16,1104,3.036,0.781372089,4.96,3.35,6.59,11.72
12/4/06,41329,12080.25,15470.37,3812.73,75.59,1118.75,3.0525,0.782533845,4.96,3.35813,6.63,11.98
12/5/06,42652,12023.98047,15499.18,3822.12,74.78,1106,3.0365,0.775554521,4.91,3.3625,6.61,12.57
12/6/06,43158,12018.29981,15154.06,3872.92,77.05,1124.5,3.1105,0.777181938,4.93,3.36675,6.57,12.24
12/7/06,43097,11985.16016,15464.66,3896.18,76.29,1120,3.106,0.77887686,4.93,3.36813,6.61,11.86
12/8/06,42910,12104.75,15656.59,3894.98,76.28,1134,3.186,0.77591558,4.92,3.3685,6.54,11.98
12/11/06,42968,12147.37988,15630.91,3899.41,74.17,1135,3.1355,0.783392088,4.93,3.376,6.39,11.56
12/12/06,43297,12174.7002,15565.02,3892.48,74.38,1136.25,3.128,0.783883358,4.97,3.3795,6.48,11.68
12/13/06,43026,12102.74023,15857.11,3880.14,73.33,1136.25,3.1715,0.785237534,5,3.38275,6.38,11.52
12/14/06,43291,12097.7002,15816.19,3914.73,72.95,1116,3.147,0.781983109,4.93,3.37975,6.46,11.62
12/15/06,43755,12132.44043,16071.36,3939.86,71.64,1117.25,3.157,0.777363184,4.87,3.36875,6.4,11.09
12/18/06,43596,12214.37012,16020.84,3940.31,70.12,1112.5,3.2345,0.777000777,4.87,3.37075,6.51,10.75
12/19/06,43038,12250.04981,16105.98,3939.48,70.93,1092.75,3.149,0.780640125,4.84,3.37125,6.47,11.09
12/20/06,43592,12304.62012,15969.04,3960.67,72.45,1093,3.094,0.774353415,4.82,3.36888,6.45,11.73
12/21/06,43505,12340.70996,16181.17,3967.39,72.55,1112,3.107,0.781005936,4.82,3.36888,6.47,11.34
12/22/06,43385,12312.12988,16163.03,3999.89,71.45,1119.75,3.12,0.781616383,4.82,3.36813,6.42,10.9
12/26/06,43356,12321.91016,15960.62,3999.07,72.02,1107,3.0845,0.78369906,4.81,3.36725,6.32,10.63
12/27/06,43602,12321.70996,15938.66,4001.97,72.13,1105.5,3.0245,0.783269366,4.79,3.37075,6.38,11.08
12/28/06,44526,12279.12988,15762.59,3949.57,70.47,1118.25,3.045,0.782227785,4.8,3.378,6.29,10.78
1/2/07,44476,12118.94043,15890.56,3991.38,69.74,1115.25,3.004,0.78320802,4.79,3.39638,6.31,10.66
1/3/07,45379,12134.40039,15872.02,3986.82,70.2,1099.5,3.017,0.779727096,4.76,3.3975,6.41,10.56
1/4/07,44442,12226.73047,16140.76,3998.19,70.38,1078.25,3.0025,0.78167748,4.74,3.40238,6.53,10.8
1/5/07,44019,12220.96973,16134.25,4019.02,69.24,1079.5,2.9395,0.779241019,4.73,3.41138,6.51,11.2
1/8/07,42249,12195.57031,16358.07,4014.01,#N/A,1075.5,2.8605,#N/A,#N/A,3.41638,6.57,11.1
1/9/07,42831,12283.69043,16385.96,4019.14,68.7,1068,2.83,0.780640125,4.78,3.44288,6.63,11.51
1/10/07,42001,12328.71973,16284.09,4027.29,67.75,1070,2.8505,0.782044264,4.8,3.45275,6.63,11.42
1/11/07,42336,12310.12988,16012.41,4017.27,67.37,1052.25,2.882,0.783883358,4.8,3.46738,6.52,11.16
1/12/07,42669,12278.41016,16080.46,4004.92,66.3,1102.5,2.88,0.789079145,4.78,3.47613,6.46,11.16
1/15/07,43095,12306.20996,15794.38,4004.8,65.42,1118.5,2.854,0.78746358,4.8,3.48425,6.52,11.09
1/16/07,42916,12328.24023,15719.34,4014.34,63.81,1114,2.6325,0.787835815,4.78,3.49425,6.47,10.75
1/17/07,42626,12312.70996,15750.05,3974.62,64.09,1082,2.5885,0.786905886,4.77,3.55188,6.35,11.01
1/18/07,42741,12317.5,15942.39,3990.46,63.27,1082.75,2.5225,0.785175879,4.79,3.5755,6.35,10.79
1/19/07,42477,12417.95996,15866.93,4045.22,63.3,1091.75,2.5145,0.790638836,4.8,3.58725,6.44,10.86
1/22/07,43431,12446.24023,#N/A,4072.86,63.84,1094.75,2.542,0.789203693,4.81,3.59675,6.87,10.5
1/23/07,43549,12439.50977,15874.28,4073.81,61.77,1090.75,2.6515,0.78845699,4.74,3.59638,6.74,10.31
1/24/07,44177,12471.32031,15718.67,4073,60,1103.5,2.6485,0.78733958,4.73,3.60125,6.87,10.16
1/26/07,44687,12461.62012,15834.23,4063.84,61.62,1096.5,2.593,0.785545954,4.65,3.62563,6.81,10.05
1/29/07,44414,12413.08008,15634.67,4086.15,59.79,1104,2.565,0.781494217,4.6,3.63488,6.83,9.97
1/30/07,43573,12341.94043,15633.81,4084.33,60.74,1129,2.5555,0.784498313,4.56,3.64625,6.82,9.9
1/31/07,44046,12408.42969,15557.45,4108.83,60.63,1134,2.477,0.788208402,4.59,3.65288,6.92,10.14
2/1/07,44642,12510.57031,15947.87,4109.81,62.96,1135.75,2.502,0.78746358,4.6,3.65163,6.8,#N/A
2/2/07,44815,12500.48047,16024.85,4080.03,62.46,1132,2.5195,0.787587619,4.63,3.653,6.8,10.73
2/5/07,44999,12459.54004,16127.58,4095.75,62.9,1137.5,2.5665,0.788208402,4.64,3.6575,6.78,12.3
2/6/07,45287,12473.16016,16254.29,4096.06,60.96,1132.75,2.5885,0.784682988,4.62,3.659,6.77,11.62
2/7/07,45352,12480.04981,16242.09,4094.97,58.64,1152.75,2.6395,0.785731123,4.62,3.66475,6.88,10.83
2/8/07,44585,12392.00977,16082.55,4085.76,59.53,1158,2.6215,0.788208402,4.57,3.66663,6.87,10.91
2/9/07,44894,12424.76953,16449.33,4048.16,60.02,1121.75,2.5285,0.788208402,4.61,3.66625,6.89,11.66
2/12/07,44286,12417,16436.06,3978.25,59.68,1130.75,2.55,0.793650794,4.7,3.67325,7.04,11.23
2/13/07,43932,12442.95996,#N/A,3975.11,59.93,1125,2.5835,#N/A,#N/A,3.674,7.07,11.27
2/14/07,45198,12514.66016,16477.25,4023.09,58.5,1125.25,2.518,0.797384579,4.75,3.63363,7.06,11.33
2/15/07,45996,12555.83984,16400.57,3987.23,57.56,1113,2.41,0.797003268,4.78,3.6335,7.08,12.67
2/16/07,45955,12571.45996,16368.81,3932.09,58.23,1104,2.4045,0.797638989,4.79,3.628,7.11,12.07
2/21/07,45849,12575.05957,16536.54,3962.93,58.69,1092.5,2.4845,0.79987202,4.81,3.62963,7.16,10.71
2/22/07,46097,12567.92969,16692.76,4007.94,59.91,1103,2.441,0.798849656,4.79,3.6275,7.12,10.65
2/23/07,46452,12565.53027,16611.59,4002.31,58.91,1104.5,2.4385,0.795924865,4.78,3.62375,7.22,10.18
2/26/07,46021,12477.80957,16653,4018.69,57.66,1080.5,2.5065,0.798977309,4.77,3.62,7.18,9.97
2/27/07,46190,12534.37012,16551.36,4019.89,58.55,1094.25,2.4675,0.794028903,4.79,3.61825,7.26,10.05
2/28/07,43150,12621.76953,16651.63,4052.9,57.35,1113.25,2.577,0.792832792,4.79,3.6115,7.34,10.6
3/1/07,43886,12503.28027,16788.82,4059.74,56.74,1106.5,2.5695,0.797193878,4.83,3.61813,7.38,10.3
3/2/07,43518,12487.09961,16780.47,4094.33,57.55,1121.5,2.658,0.79586152,4.83,3.61,7.48,10.26
3/5/07,42370,12492.23047,16699.3,4118.84,59.09,1134,2.6385,0.794218092,4.78,3.61125,7.51,10.53
3/6/07,41192,12520.03027,16811.6,4140.66,60.27,1115,2.3595,0.789328282,4.73,3.61675,7.45,11.36
3/7/07,43224,12617.2002,16669.07,4130.06,60.75,1120,2.582,0.785854617,4.68,3.61813,7.46,#N/A
3/8/07,42672,12673.83984,16351.85,4100.48,58.41,1140,2.651,0.786348982,4.68,3.61213,7.31,11.26
3/9/07,43466,12653.41016,16399.39,4118.54,58.72,1125.75,2.762,0.782901433,4.61,3.61288,7.42,10.64
3/12/07,44133,12661.66016,16375.26,4112.1,58.64,1142.25,2.8365,0.783024039,4.57,3.61225,7.2,10.99
3/13/07,44249,12656.86035,16350.02,4073.5,57.87,1164.25,2.8525,0.782472613,4.6,3.61288,7.12,11.56
3/14/07,42749,12665.66992,#N/A,4134.86,59.13,1147.5,2.805,0.787091696,4.72,3.61288,7.09,#N/A
3/15/07,43289,12638.03027,16364.76,4130.66,60.11,1203.25,2.733,0.78647267,4.71,3.6135,7.06,#N/A
3/16/07,43278,12580.11035,16393.41,4119.94,58.94,1218.25,2.7365,0.780883961,4.66,3.61363,7.15,12.04
3/19/07,42734,12549.19043,16215.74,4182.12,59.93,1211.5,2.693,0.782778865,4.64,3.61613,7.17,11.51
3/20/07,43713,12651.29004,16198.57,4188.24,61.18,1193.5,2.658,0.779119595,4.62,3.61613,7.18,12.14
3/21/07,44350,12741.7002,16112.43,4177.76,59.66,1172,2.701,0.777544514,4.59,3.61288,7.23,12
3/22/07,45631,12764.12988,16022.49,4129.35,58.59,1164.5,2.772,0.780640125,4.61,3.61175,7.14,11.91
3/23/07,45425,12766.84961,16289.55,4123.33,58.28,1183,2.8255,0.780518264,4.57,3.61,7.12,11.47
3/26/07,45533,12782.87012,16243.47,4129.49,58.79,1176.5,2.777,0.780762024,4.61,3.60963,7.09,10.87
3/27/07,45646,12735.76953,16163.87,4090.88,56.23,1170.25,2.844,0.780762024,4.66,3.609,7.12,10.15
3/28/07,45204,12679.88965,16091.73,4165.95,55.9,1166,2.8245,0.779848709,4.61,3.60838,7.18,#N/A
3/29/07,44493,12647.87988,15725.94,4174.8,56.42,1142.5,2.822,0.780640125,4.6,3.60825,7.23,10.74
3/30/07,45355,12628.90039,15734.14,4187.36,58.01,1136,2.985,0.779787898,4.58,3.607,7.25,10.59
4/2/07,45805,12214.91992,15914.23,4169.18,57.28,1146,3.0085,0.773514851,4.57,3.60838,7.3,10.85
4/3/07,45601,12268.62988,#N/A,4146.73,#N/A,1131.75,3.0175,#N/A,#N/A,3.61263,7.28,10.4
4/4/07,46290,12233.78027,15734.6,4137.31,#N/A,1128.75,3.031,0.764467548,4.55,3.6175,7.17,10.77
4/5/07,46555,12111.61035,15885.38,4173.07,60.3,1107.5,3.019,0.762195122,4.54,3.63875,7.18,10.34
4/9/07,46650,12051.16992,15855.26,4140.61,60.97,1116,3.0675,0.759762954,4.51,3.64938,7.32,9.89
4/10/07,46855,12204.45996,16076.2,4140.19,62.45,1114.75,3.069,0.760687662,4.52,3.65913,7.39,11.22
4/11/07,47173,12193.33008,16274.33,4187.55,62.97,1099.75,3.1245,0.754090943,4.46,3.66863,7.22,11.13
4/12/07,46941,12262.05957,16321.78,4175.7,63.43,1108.5,3.0525,0.750976269,4.43,3.67863,7.4,11.45
4/13/07,47347,12275.67969,16303.59,4149.01,62.39,1095,3.0515,0.750356419,4.43,3.70413,7.27,10.96
4/16/07,47925,12307.49023,16265.76,4166.83,62.4,1088,3.0765,0.750356419,4.45,3.714,7.24,10.42
4/17/07,48923,12074.51953,16371.28,4195.21,62.2,1091.75,3.1435,0.751484181,4.48,3.734,7.24,10.31
4/18/07,48760,12133.16016,16473.36,4178.54,62.54,1058,3.174,0.752105897,4.49,3.74688,7.12,10.08
4/19/07,48705,12159.67969,16417.82,4211.32,62.06,1052,3.3095,0.756715853,4.56,3.75,7.06,10.55
4/20/07,48763,12110.41016,16527.99,4228.39,61.26,1044.5,3.3825,0.756258035,4.52,3.77388,7.1,10.65
4/23/07,49409,12226.80957,16637.78,4227.47,61.06,1034,3.371,0.755686541,4.49,3.78763,7.01,10.32
4/24/07,49162,12288.98047,16692.93,4233.47,61.34,1035.5,2.916,0.756715853,4.58,3.79288,7,10.44
4/25/07,49072,12446.71973,16829.2,4251.06,62.48,1040.75,3.497,0.759070897,4.6,3.80413,6.99,11.1
4/26/07,49678,12460.5,16914.31,4225.92,63.4,1055,3.517,0.763650248,4.6,3.81063,6.9,11.61
4/27/07,49067,12480.37012,16962.11,4248.24,62.19,1061.25,3.5755,0.764935363,4.6,3.83863,6.82,10.34
4/30/07,49222,12468.66992,16776.88,4213.85,62.87,1054.75,3.493,0.757920267,4.6,3.847,6.84,10.23
5/2/07,48955,12396.49023,17011.04,4239.03,63.08,1053.5,3.5295,0.758552681,4.6,3.85688,6.89,10.22
5/3/07,49472,12301.48047,17047.83,4267.02,62.05,1064,3.531,0.759013283,4.55,3.85688,6.91,10.02
5/4/07,50218,12348.91016,17104.96,4258.13,61.81,1054.5,3.674,0.761556622,4.63,3.8575,6.8,#N/A
5/7/07,50591,12354.51953,17092.89,4247.4,#N/A,1047.75,3.615,#N/A,#N/A,3.85825,6.92,10.24
5/8/07,50276,12379.04981,17169.19,4266.23,61.07,1052.5,3.584,0.761498629,4.61,3.86213,6.88,10.2
5/9/07,50277,12511.36035,17223.15,4250.3,60.31,1066,3.6065,0.761904762,4.66,3.8635,6.94,10.18
5/10/07,51298,12523.21973,17224.81,4232.52,60.39,1064.5,3.6305,0.75999392,4.7,3.86225,6.98,10.58
5/11/07,50235,12562.63965,17225.83,4241.48,60.85,1052,3.55,0.757747973,4.71,3.86613,7.11,11.15
5/14/07,50910,12568.49023,#N/A,4245.99,#N/A,1046.75,3.585,#N/A,#N/A,3.86525,7.04,18.31
5/15/07,50511,12573.12012,#N/A,4272.32,60.77,1054.75,3.487,0.752671986,4.68,3.86663,7.03,15.42
5/16/07,50518,12483.63965,#N/A,4156.73,58.31,1047,3.5145,0.759359101,4.67,3.86738,7.03,15.82
5/17/07,51741,12551.91016,17353.67,4087.12,55.65,1020.25,3.5415,0.763708569,4.62,3.86613,6.98,18.61
5/18/07,51633,12611.63965,17091.59,4031.3,56.29,1004.25,3.6155,0.768935025,4.65,3.86688,6.95,19.63
5/21/07,52078,12719.55957,#N/A,4011.63,56.08,998,3.6285,0.767872226,4.66,3.86613,7.05,15.96
5/22/07,52424,12771.08008,17237.77,3980.06,55.65,1005.75,3.712,0.769526741,4.66,3.86613,7.03,15.24
5/23/07,52210,12799.76953,16942.4,4010.39,53.95,1001.25,3.7505,0.772797527,4.69,3.86613,7.19,14.29
5/24/07,51813,12811.15039,16838.17,4021.97,51.91,991.75,3.7105,0.774953503,4.74,3.86625,7.28,14.09
5/25/07,50541,12961.98047,17057.01,4082.58,52.96,990.5,3.7155,0.773634535,4.77,3.86538,7.38,13.99
5/28/07,51616,12919.63965,17209.92,4091.67,#N/A,997,3.6755,#N/A,#N/A,3.86275,7.53,18.13
5/29/07,52121,12951.41992,17202.46,4066.78,51.23,1014,3.564,0.77411364,4.75,3.85913,7.53,17.27
5/30/07,51706,13088.83984,17261.35,4017.75,52.3,1014.75,3.601,0.772320049,4.79,3.85775,7.53,16.43
5/31/07,52536,13104.04004,17370.93,3906.15,50.51,1015.75,3.492,0.772678102,4.75,3.85788,7.61,16.79
6/1/07,52271,13120.20996,17310.44,3985.57,51.98,999.25,3.5335,0.771128933,4.78,3.85388,7.53,14.59
6/4/07,53423,13062.75,17424.18,3984.54,51.11,1014,3.424,0.771783592,4.76,3.85638,7.61,13.27
6/5/07,53245,13133.94043,17408.57,4055.49,53.61,1020.5,3.309,0.767754319,4.81,3.85638,7.65,12.19
6/6/07,53162,13206.65039,17507.4,4079.52,54.24,1017,3.3285,0.771366862,4.81,3.85838,7.73,12.93
6/8/07,52045,13243.08008,17458.3,4078.29,53.49,997.5,3.406,0.770416025,4.87,3.85838,7.58,12.95
6/11/07,52324,13264.12988,17421.93,4170.08,55.38,994.25,3.3085,0.774653343,4.88,3.859,7.68,13.16
6/12/07,52776,13309.40039,17470.46,4191.58,54.01,998.25,3.304,0.772320049,4.9,3.85975,7.66,13.48
6/13/07,51799,13300.62012,17490.19,4142.11,57.03,988.5,3.1835,0.771962328,4.88,3.85975,7.78,14.98
6/14/07,53011,13359.04981,17383.42,4153.61,58.17,995.75,3.327,0.769349131,4.83,3.85975,7.76,15.14
6/15/07,53723,13212.2002,17519.5,4128.2,57.35,1004.5,2.9395,0.76799017,4.84,3.85988,7.88,14.64
6/18/07,54519,13325.80957,17547.11,4180.07,59.01,992.75,3.326,0.771604938,4.83,3.86075,7.77,14.53
6/19/07,54730,13346.04981,17344.8,4181.03,58.69,987.25,3.306,0.773215805,4.81,3.86013,7.87,13.46
6/20/07,54644,13486.95996,17406.86,4189.55,58.91,982.5,3.3935,0.771069473,4.77,3.86013,7.77,13.24
6/21/07,54030,13487.53027,17292.32,4246.3,57.75,955,3.4025,0.768049155,4.74,3.86413,7.85,13.23
6/22/07,54644,13476.40039,17292.48,4261.83,59.76,949.75,3.4655,0.767224183,4.73,3.86713,7.82,#N/A
6/25/07,54270,13556.53027,17504.33,4271.54,59.86,950.75,3.4465,0.768935025,4.79,3.86413,7.81,13.14
6/26/07,54045,13544.99023,#N/A,4301.47,57.76,943.5,3.395,0.771485882,4.8,3.8675,7.83,12.68
6/27/07,53852,13540.83984,17621.45,4293.2,58.98,949.5,3.377,0.767813268,4.82,3.86613,8.02,13.49
6/28/07,54154,13522.59961,17752.64,4280.02,58,947.5,3.258,0.761846716,4.74,3.86088,8.1,12.71
6/29/07,54150,13441.94043,17897.23,4317.35,57.92,953.75,3.351,0.761035008,4.7,3.86538,7.84,12.2
7/2/07,54396,13507.28027,17875.65,4379.25,59.38,941.5,3.2875,0.7612088,4.69,3.87475,7.94,11.98
7/3/07,55371,13517.88965,17940.09,4384.38,#N/A,943.5,3.318,#N/A,#N/A,3.89188,7.74,12.14
7/4/07,55698,13633,17939.12,4358.95,58.32,934.25,3.3975,0.761382671,4.68,3.89288,7.52,12.42
7/5/07,55696,13628.69043,17913.21,4339.93,59.4,938.25,3.423,0.761846716,4.69,3.89488,7.59,12.54
7/6/07,55932,13667.20996,18108.79,4416.79,60.28,937.5,3.4205,0.761382671,4.73,3.91625,7.62,12.07
7/10/07,56444,13673.19043,18188.42,4400.12,60.28,957.5,3.3995,0.759647524,4.68,3.92163,7.59,13.04
7/11/07,55882,13590.66016,18215.35,4367.83,61.41,956,3.4475,0.759936165,4.63,3.94163,7.67,13.12
7/12/07,56380,13463.48047,18119.92,4404.44,61.46,943.5,3.4065,0.754944889,4.5,3.94413,8.03,13.21
7/13/07,57613,13267.13965,17604.12,4414.21,61.78,946,3.3855,0.755857899,4.56,3.94813,8.18,12.79
7/16/07,57644,13424.38965,17453.51,4383.13,61.97,953.5,3.402,0.75912852,4.56,3.97413,8.03,12.45
7/17/07,57376,13424.38965,17217.93,4392.34,61.58,960.5,3.318,0.758610226,4.52,3.97875,8.07,14.22
7/18/07,57660,13287.62012,16642.25,4392.41,60.05,960.75,3.3565,0.763708569,4.51,3.97938,8.16,13.51
7/19/07,57556,13482.42969,16844.5,4415.48,60.66,964.5,3.4295,0.76289289,4.53,3.98963,8.23,13.08
7/20/07,58125,13556.65039,16764.62,4427.32,61.85,953.5,3.4535,0.76057195,4.5,4.0065,8.35,13.09
7/23/07,57443,13639,17090.31,4445.59,61.63,954.25,3.5355,0.761672633,4.51,4.02813,8.35,12.91
7/24/07,58036,13611.67969,17164.04,4441.31,60.06,936.5,3.563,0.762311328,4.59,4.03425,8.54,13.15
7/25/07,55797,13636.55957,17292.39,4411.32,58.94,932,3.1275,0.7583801,4.56,4.04263,8.61,13.21
7/26/07,55998,13486.66016,17178.84,4425.03,58.03,935.5,3.6085,0.757633154,4.5,4.05338,8.11,12.88
7/27/07,53893,13545.03027,16676.89,4391.87,58.15,955,3.611,0.756029334,4.53,4.0575,7.73,13.6
7/30/07,52925,13360.08984,16860.39,4423.07,57.52,956,3.6485,0.754773945,4.54,4.08813,7.9,12.95
7/31/07,54602,13352.37012,16744.15,4413.72,57.06,949.75,3.6285,0.751484181,4.55,4.09963,7.95,13.96
8/1/07,54170,13336.92969,17009.55,4441.03,56.65,955.25,3.6415,0.751936236,4.58,4.10963,7.88,14.01
8/2/07,54245,13427.48047,17163.2,4422.62,56.41,945.5,3.602,0.752388835,4.56,4.11188,7.55,13.5
8/3/07,54697,13422.61035,#N/A,4428.56,56.98,947.75,3.6155,0.751597144,4.53,4.11463,7.59,13.51
8/6/07,52846,13409.59961,17419.2,4480.81,60.21,952.25,3.5885,0.748559024,4.6,4.118,7.54,12.76
8/7/07,53092,13531.53027,17480.61,4465.54,61.07,934.5,3.585,0.751766652,4.62,4.116,7.61,13.3
8/8/07,53804,13576.24023,17521.96,4469.88,61.77,935.25,3.61,0.74985003,4.6,4.11275,7.56,13.06
8/9/07,55213,13559.00977,17365.05,4499.69,62.98,930,3.7095,0.748671109,4.62,4.11413,7.63,13.24
8/10/07,53431,13612.66016,17254.73,4452.7,64.11,921.75,3.754,0.750131273,4.62,4.11425,7.74,14.08
8/13/07,52647,13648.58984,17263.94,4463.52,66.1,908.5,3.69,0.74985003,4.64,4.11625,7.71,13.34
8/14/07,52434,13500.40039,17287.65,4475.46,65.94,910,3.6485,0.747719456,4.65,4.11688,7.76,#N/A
8/15/07,50912,13579.33008,17028.41,4474.81,66.03,914.75,3.5705,0.747719456,4.65,4.11363,7.85,13.53
8/16/07,49281,13859.86035,17244.05,4468.72,64.59,920.75,3.5285,0.748334955,4.67,4.11613,7.78,12.83
8/17/07,48026,13907.08984,17544.09,4512.65,64.4,925.75,3.551,0.748278958,4.66,4.12,7.91,13.05
8/20/07,48561,13951.95996,17491.42,4556.97,64.26,921.5,3.592,0.744823477,4.68,4.11363,8.06,12.78
8/21/07,49208,13955.04981,17484.78,4537.81,#N/A,932.5,3.6535,0.747384155,4.76,4.11438,8.06,13.29
8/22/07,49815,13918.79004,17743.76,4513.19,61.51,936,3.595,0.74811102,4.75,4.11225,8,13.63
8/23/07,51745,14000.73047,17664.69,4437.29,61.92,931.5,3.575,0.744269128,4.73,4.109,8.1,14.87
8/24/07,51845,13851.73047,17670.07,4381.45,61.98,941,3.4845,0.744269128,4.74,4.10375,7.95,17.06
8/27/07,52995,13940.90039,17540.42,4376.42,63.87,939.75,3.4785,0.741619697,4.74,4.10725,7.84,14.84
8/28/07,53072,13718.25,17363.95,4415.5,63.63,943,3.5155,0.739754402,4.76,4.10825,7.46,14.71
8/29/07,51648,13783.12012,17628.3,4383.02,63.63,934.25,3.445,0.73800738,4.74,4.10813,7.59,16.67
8/30/07,52728,13472.67969,17527.45,4401.68,63.14,928.75,3.372,0.736973985,4.69,4.10688,7.62,14.73
8/31/07,52874,13266.20996,17667.33,4485.04,63.14,920.25,3.3945,0.73670252,4.66,4.10688,7.66,13.64
9/3/07,54641,13360.66016,17371.97,4530.22,61.81,924,3.4825,0.735023888,4.68,4.10813,7.81,13.94
9/4/07,54834,13211.08984,17452.62,4527.22,63.56,933.75,3.412,0.735240056,4.68,4.10813,7.92,13.42
9/5/07,55243,13357.82031,17455.37,4488.66,65.33,936.75,3.374,0.736377025,4.66,4.10563,7.99,12.85
9/6/07,54413,13462.25,17451.77,4479.36,64.1,933.75,3.1295,0.734106592,4.63,4.1055,8.07,14.67
9/10/07,54554,13183.12988,17236.16,4471.13,65.33,936.75,3.1565,0.732761779,4.66,4.10413,8.05,14.21
9/11/07,52660,13467.71973,17429.17,4433.04,65.08,932,3.174,0.735835173,4.69,4.10538,8.09,15.75
9/12/07,53922,13497.23047,17400.41,4412.12,66.45,950,3.1625,0.733944954,4.71,4.1055,8.2,16.65
9/13/07,53883,13652.33008,#N/A,4457.99,65.78,953,3.227,0.732064422,4.63,4.10613,8.18,18.89
9/14/07,54909,13270.58984,17274.98,4489.77,64.43,961.25,3.2865,0.735294118,4.64,4.10613,8.46,15.53
9/17/07,54671,13239.54004,17394.92,4470.26,63.78,952.5,3.365,0.735402265,4.65,4.10613,8.43,15.54
9/18/07,54351,13235.71973,#N/A,4513.01,63.23,946.5,3.384,0.73713696,4.68,4.10625,8.33,16.23
9/19/07,56675,13021.92969,#N/A,4524.24,61.89,977.75,3.337,0.735997645,4.65,4.10813,8.45,15.4
9/20/07,57263,12861.46973,17669.83,4491.87,61.48,967.25,3.345,0.734430082,4.64,4.10575,8.58,14.92
9/21/07,56919,12848.04981,17656.84,4524.45,62.26,979,3.3535,0.738989063,4.63,4.10613,8.61,#N/A
9/24/07,57799,13079.08008,17748.12,4528.76,61.54,973.5,3.411,0.73806185,4.67,4.10813,8.79,15.48
9/25/07,58717,13120.04981,17736.96,4474.15,61.85,987,3.1515,0.740082889,4.65,4.10938,8.81,14.72
9/26/07,58859,13090.86035,17553.72,4447.52,62.35,972,3.3225,0.739699682,4.67,4.11388,8.93,15.16
9/27/07,59713,13236.12988,17677.94,4517.7,62.55,949.75,3.279,0.738334318,4.69,4.11463,9.07,17.57
9/28/07,61054,13235.87988,17512.98,4542.57,63.16,949.5,3.3155,0.735131956,4.71,4.1175,9.08,16.64
10/1/07,60465,13377.16016,17529,4557.57,62.57,942,3.2595,0.739535572,4.71,4.13,9.15,15.54
10/2/07,62341,13318.42969,17498.6,4538.31,64.83,952.5,3.264,0.741070105,4.76,4.2,9.33,15.15
10/3/07,62021,13043.07031,17399.58,4472.22,64.93,940,3.389,0.740137666,4.81,4.23875,9.23,15.59
10/4/07,60102,13287.91016,17556.87,4522.63,66.25,928.5,3.3595,0.743107676,4.79,4.2525,9.23,15.63
10/5/07,60408,13240.83984,17680.05,4445.23,64.91,921.5,3.395,0.742721331,4.83,4.27688,9.18,16
10/8/07,62319,13358.38965,17705.12,4482.75,65.1,929.75,3.391,0.741729714,4.86,4.28875,9.41,15.23
10/9/07,62661,13442.84961,17696.97,4412.06,63.62,925,3.4175,0.744657085,4.86,4.35688,9.59,16.95
10/10/07,63550,13306.44043,17481.21,4360.9,64.59,923.25,3.4425,0.743383883,4.86,4.4325,9.41,16.81
10/11/07,63197,13360.74023,17587.59,4252.92,#N/A,925.75,3.5675,#N/A,#N/A,4.43875,9.42,18.55
10/15/07,62456,13116.38965,17672.56,4244.58,63.19,920,3.574,0.741674701,4.88,4.44125,8.94,18.1
10/16/07,62965,13129.40039,17588.26,4239.18,63.47,912.5,3.5725,0.745212013,4.88,4.4525,9.01,20.74
10/17/07,61720,13298.30957,17875.75,4315.69,64.02,917.5,3.627,0.743328626,4.9,4.455,9.04,24.17
10/18/07,63192,13292.37988,17958.88,4237.05,65.09,912.75,3.6115,0.744047619,4.95,4.45125,8.91,20.87
10/19/07,63270,13421.38965,17973.42,4288.66,66.17,903.5,3.613,0.741399763,4.93,4.4475,8.76,23.52
10/22/07,60884,13441.9502,18053.81,4229.19,65.63,903,3.636,0.739316871,4.98,4.42125,9,23.67
10/23/07,61214,13403.17969,18040.93,4202.77,65.97,881.5,3.6305,0.741179958,4.97,4.43,9.23,21.22
10/24/07,62693,13740.61035,18053.38,4276.8,66.93,889,3.681,0.743162901,5.11,4.4475,9.37,25.16
10/25/07,62628,13813.51953,17779.09,4364.22,64.78,894.5,3.7005,0.748559024,5.12,4.45938,9.32,22.94
10/26/07,62346,13768.33008,17834.48,4275.18,65.93,897,3.7495,0.748559024,5.14,4.45875,9.42,21.56
10/29/07,64275,13821.57031,17760.91,4255.79,65.36,911.75,3.715,0.750469043,5.26,4.47063,9.38,21.45
10/30/07,65044,13757.83984,17732.77,4195.6,66.17,909,3.6965,0.752162467,5.2,4.5,9.52,26.48
10/31/07,64385,13779.29981,17842.29,4183.06,67.62,894.5,3.593,0.751258358,5.23,4.4825,9.43,28.3
11/1/07,65317,13879.53027,17971.49,4062.33,68.04,885,3.601,0.74822297,5.16,4.44813,9.42,26.57
11/5/07,64049,13912.94043,18149.52,4157.2,69.06,888.75,3.676,0.746212969,5.15,4.445,9.47,27.68
11/6/07,62967,13895.70996,18163.61,4173.29,69.15,870,3.649,0.745378652,5.09,4.45,9.41,30.67
11/7/07,64503,14087.13965,18211.68,4175.07,68.5,872,3.6305,0.744823477,5.14,4.44438,9.6,30.83
